,country,year,respiratory_infections_and_tuberculosis_number,respiratory_infections_and_tuberculosis_percent,respiratory_infections_and_tuberculosis_rate,chronic_respiratory_diseases_number,chronic_respiratory_diseases_percent,chronic_respiratory_diseases_rate,all_greenhouse_gas,CO2,CH4,N2O,Fgas,mean_annual_temp,total_respiratory_diseases,total_diseases_percent
746,Greece,2012,3612,0.032189999999999996,33.10353,6219,0.055420000000000004,56.98805,102.01,81.49,10.37,4.99,5.16,14.658332999999999,9831,0.08761
747,Denmark,2011,2383,0.04552,42.8689,4156,0.07936,74.74738,54.51,41.14,7.62,4.81,0.94,9.0,6539,0.12487999999999999
748,Australia,2013,3392,0.02327,15.004529999999999,9354,0.06418,41.376909999999995,555.26,349.83,128.5,64.99,11.94,22.6,12746,0.08745
749,Latvia,2014,448,0.015819999999999997,22.3266,445,0.015719999999999998,22.1864,8.76,4.6,2.05,1.87,0.23,7.366667,893,0.03154
750,Australia,2012,3275,0.02276,14.71282,9103,0.06325,40.88743,643.12,356.33,167.51,107.94,11.34,21.641667,12378,0.08601
751,Austria,2014,1042,0.01319,12.155389999999999,3168,0.04007,36.93635,67.28,54.92,6.95,3.68,1.73,8.2,4210,0.05326
752,Denmark,2014,2325,0.04527,41.223690000000005,4232,0.08241,75.0349,46.73,33.81,7.21,4.94,0.78,10.1,6557,0.12768
753,Germany,2014,22776,0.02585,27.63915,41462,0.047060000000000005,50.3136,814.43,708.25,57.16,37.02,11.99,10.683333,64238,0.07291
754,Israel,2012,1432,0.0351,17.54798,1711,0.041960000000000004,20.97784,96.67,76.01,9.55,2.13,8.98,21.058332999999998,3143,0.07706
755,Poland,2013,11817,0.031039999999999998,30.7256,10666,0.028010000000000004,27.73245,348.35,271.24,47.67,21.03,8.4,8.733333,22483,0.059050000000000005
756,Slovakia,2013,1833,0.035269999999999996,33.84117,1118,0.021509999999999998,20.64334,32.39,25.34,4.45,1.92,0.68,8.466667,2951,0.05678
757,Japan,2013,108872,0.08605,83.96937,48711,0.0385,37.56943,1289.0,1211.27,23.14,18.74,35.86,11.233333,157583,0.12455
758,France,2013,20204,0.03719,31.207290000000004,19529,0.03594,30.163590000000003,396.16,275.53,62.73,38.32,19.59,11.108333,39733,0.07313
759,France,2014,20108,0.03708,30.91023,19498,0.03595,29.97257,363.05,243.42,61.86,38.31,19.45,12.516667,39606,0.07303000000000001
760,Iceland,2013,89,0.046060000000000004,27.576259999999998,97,0.0505,30.23268,3.14,1.95,0.54,0.38,0.27,2.15,186,0.09656
761,Italy,2013,11076,0.01882,18.222279999999998,27970,0.04754,46.01701,390.27,311.79,45.96,18.38,14.15,12.733333,39046,0.06636
762,Netherlands,2013,5861,0.04194,34.90575,9373,0.06707,55.81918,188.06,158.49,18.88,7.86,2.83,9.65,15234,0.10901
763,Portugal,2014,7791,0.0733,72.40928000000001,6241,0.05872,58.006840000000004,62.51,45.12,11.41,3.2,2.78,15.983332999999998,14032,0.13202
764,Mexico,2013,22939,0.03694,19.415670000000002,32046,0.05161,27.12373,668.85,483.71,123.34,44.42,17.38,21.166667,54985,0.08855
765,Austria,2013,1025,0.013080000000000001,12.05936,3120,0.03978,36.686890000000005,71.05,58.68,7.11,3.62,1.64,7.1666669999999995,4145,0.052860000000000004
766,Japan,2014,108879,0.08538,84.10519000000001,49375,0.03872,38.14055,1251.32,1170.11,22.6,18.81,39.79,11.008333,158254,0.12409999999999999
767,Spain,2012,12343,0.03157,26.16657,32142,0.0822,68.13563,334.71,261.41,38.68,18.27,16.36,13.833332999999998,44485,0.11377
768,Denmark,2013,2373,0.045880000000000004,42.29887,4240,0.08197,75.57255,50.98,38.03,7.34,4.76,0.85,8.525,6613,0.12785000000000002
769,Iceland,2014,88,0.0465,27.0144,95,0.05043,29.298840000000002,3.21,1.97,0.55,0.4,0.28,3.233333,183,0.09693
770,Switzerland,2013,1709,0.02642,20.75313,2841,0.043910000000000005,34.48556,50.06,41.27,5.0,2.21,1.58,5.625,4550,0.07033
771,Poland,2014,11850,0.03147,30.800390000000004,10423,0.02768,27.09098,335.26,258.63,47.09,20.5,9.03,9.866667,22273,0.059149999999999994
772,Luxembourg,2015,124,0.032639999999999995,22.153470000000002,205,0.053739999999999996,36.47775,9.81,8.89,0.55,0.3,0.07,10.516667,329,0.08637999999999998
773,Norway,2015,1986,0.04923,38.44167,2703,0.06701,52.325359999999996,29.65,19.7,5.07,3.21,1.66,2.516667,4689,0.11624000000000001
774,Sweden,2015,2812,0.03102,28.50974,4296,0.047389999999999995,43.55229,27.85,17.0,4.84,4.99,1.01,3.375,7108,0.07841
775,Switzerland,2014,1734,0.0266,20.80733,2863,0.043910000000000005,34.35216,46.26,37.51,4.96,2.19,1.6,6.991667,4597,0.07051
776,Hungary,2015,1234,0.00957,12.5698,6036,0.04678,61.47291,59.67,44.72,7.21,5.26,2.48,12.033333,7270,0.056350000000000004
777,Australia,2015,3854,0.02497,16.55723,10162,0.06584,43.65485,566.47,346.53,134.07,72.65,13.22,22.241667,14016,0.09081
778,Ireland,2015,1502,0.05038,31.22812,2336,0.07833999999999999,48.5594,61.1,34.75,15.86,9.36,1.14,9.383333,3838,0.12872
779,Slovenia,2015,614,0.03196,29.700509999999998,565,0.029439999999999997,27.3497,13.68,10.54,1.96,0.79,0.39,10.275,1179,0.061399999999999996
780,New Zealand,2015,834,0.02678,18.96283,2120,0.06804,48.1878,64.97,15.47,32.81,15.06,1.63,10.033333,2954,0.09482
781,Germany,2013,22748,0.02599,27.75065,40735,0.04653,49.69252,854.7,748.42,58.31,36.12,11.87,9.083333,63483,0.07252
782,Canada,2013,7418,0.03035,21.39368,15300,0.06258999999999999,44.122859999999996,841.21,691.53,95.29,42.92,11.47,-6.7,22718,0.09294
783,Mexico,2014,23496,0.036910000000000005,19.6878,32845,0.05161,27.5212,659.98,472.17,131.24,38.59,17.98,21.4,56341,0.08852000000000002
784,Italy,2014,11329,0.019180000000000003,18.63448,28161,0.04768,46.3189,370.58,292.83,45.1,17.85,14.81,13.458332999999998,39490,0.06686
785,Turkey,2012,10924,0.026969999999999997,14.33412,30811,0.07606,40.42755,351.35,269.21,46.61,29.59,5.94,11.975,41735,0.10303
786,Estonia,2014,252,0.01655,19.188570000000002,298,0.019540000000000002,22.653229999999997,14.39,11.67,1.13,1.37,0.22,6.95,550,0.03609
787,Hungary,2014,1175,0.00933,11.936960000000001,5814,0.04615,59.038090000000004,56.74,41.96,7.29,5.27,2.22,12.308333,6989,0.055479999999999995
788,Australia,2014,3618,0.024130000000000002,15.770779999999998,9772,0.06516,42.592209999999994,566.21,340.43,136.22,76.92,12.63,22.441667000000002,13390,0.08929
789,Slovenia,2014,579,0.03173,28.08393,531,0.029089999999999998,25.74928,13.6,10.55,1.92,0.77,0.37,10.458333,1110,0.06082
790,Norway,2014,1954,0.04822,38.23242,2680,0.06615,52.4465,29.38,19.34,5.16,3.19,1.69,2.85,4634,0.11437
791,Sweden,2014,2717,0.030260000000000002,27.81097,4186,0.04662,42.84312,27.95,16.89,5.05,4.94,1.06,3.6166669999999996,6903,0.07688
792,Turkey,2014,13163,0.0307,16.77958,32318,0.07536,41.197309999999995,367.45,280.97,47.59,32.07,6.83,12.475,45481,0.10606
793,Slovakia,2014,1818,0.035089999999999996,33.53795,1119,0.0216,20.6433,29.74,22.84,4.21,2.0,0.68,9.583333,2937,0.05669
794,Belgium,2015,5928,0.05446,52.81729,6933,0.06369,61.767340000000004,109.16,92.84,8.54,4.79,2.99,11.066667,12861,0.11815
795,Ireland,2014,1435,0.04904,30.026190000000003,2257,0.07711,47.213440000000006,59.3,33.3,15.58,9.23,1.18,10.041667,3692,0.12614999999999998
796,Luxembourg,2014,121,0.031889999999999995,22.15361,202,0.05309,36.88358,10.32,9.41,0.55,0.3,0.07,11.075,323,0.08498
797,Spain,2015,13532,0.03322,28.95533,34511,0.08472,73.84312,317.67,248.42,39.22,20.11,9.92,14.425,48043,0.11794
798,Canada,2014,7776,0.03102,22.20603,15801,0.06302,45.118590000000005,848.12,697.02,97.42,42.17,11.52,-6.641667,23577,0.09404000000000001
799,Latvia,2013,468,0.016130000000000002,23.08823,451,0.015519999999999999,22.21569,8.84,4.8,1.99,1.83,0.22,7.066667,919,0.03165
800,Turkey,2015,14063,0.03259,17.72506,32185,0.07458,40.56621,374.18,291.92,42.46,32.88,6.92,11.733333,46248,0.10716999999999999
801,New Zealand,2014,803,0.026119999999999997,18.37118,2085,0.06777999999999999,47.66535,65.02,15.07,33.67,14.77,1.51,10.15,2888,0.09389999999999998
802,Japan,2015,110159,0.08538,85.24665999999999,50294,0.03898,38.92029,1215.33,1131.74,21.9,18.23,43.46,11.541667,160453,0.12436
803,France,2015,21334,0.03812,32.65227,20374,0.036410000000000005,31.182029999999997,369.04,249.42,61.05,38.91,19.66,12.183333,41708,0.07453000000000001
804,Poland,2015,12528,0.0323,32.557970000000005,10767,0.027760000000000003,27.981990000000003,339.15,261.94,47.48,20.68,9.05,9.866667,23295,0.06006
805,Slovakia,2015,1879,0.03513,34.65712,1153,0.02156,21.26995,30.16,23.15,4.32,1.93,0.76,9.325,3032,0.056690000000000004
806,Iceland,2015,90,0.04666,27.38767,98,0.050980000000000004,29.92496,3.25,1.98,0.56,0.41,0.31,1.8833330000000001,188,0.09764
807,Italy,2015,12095,0.019809999999999998,19.90494,29395,0.04813,48.373709999999996,381.49,303.19,45.01,18.08,15.21,13.383332999999999,41490,0.06794
808,Estonia,2015,247,0.01651,18.82664,294,0.01967,22.42459,11.95,9.21,1.12,1.39,0.23,7.383333,541,0.036180000000000004
809,Portugal,2013,7693,0.07261000000000001,71.40396,6190,0.058429999999999996,57.45535,62.92,45.75,11.44,3.08,2.65,15.475,13883,0.13104
810,Netherlands,2014,5568,0.03966,33.031890000000004,9387,0.06686,55.684380000000004,180.75,151.26,18.7,8.17,2.62,11.541667,14955,0.10652
811,Netherlands,2015,5654,0.03922,33.41171,9805,0.06802000000000001,57.94084,189.7,159.47,19.0,8.51,2.72,10.8,15459,0.10724
812,Belgium,2014,5632,0.05289,50.44001,6773,0.06361,60.656780000000005,104.09,87.8,8.54,4.74,3.01,11.725,12405,0.11649999999999999
813,Finland,2014,653,0.01259,11.93133,1870,0.03605,34.15364,2.38,-8.47,4.67,4.7,1.47,3.391667,2523,0.04864
814,Greece,2014,4756,0.042339999999999996,44.49961,5739,0.051089999999999997,53.700669999999995,91.31,70.95,9.89,4.59,5.88,14.65,10495,0.09342999999999999
815,Israel,2014,1543,0.03536,18.20453,1774,0.04066,20.929779999999997,87.1,64.67,10.9,2.18,9.36,20.933332999999998,3317,0.07602
816,Finland,2015,660,0.01265,12.02556,1895,0.036289999999999996,34.49785,-1.07,-11.81,4.6,4.68,1.45,3.65,2555,0.04894
817,Austria,2016,1146,0.014169999999999999,13.1201,3328,0.04115,38.09325,68.53,56.27,6.8,3.7,1.77,7.591667,4474,0.055319999999999994
818,Denmark,2016,2391,0.04555,41.89099,4343,0.08274,76.10311,49.19,36.23,7.17,5.08,0.71,9.008333,6734,0.12829
819,Germany,2016,24466,0.026430000000000002,29.31004,44333,0.047889999999999995,53.110240000000005,820.7,717.68,55.52,35.6,11.9,9.916667,68799,0.07432
820,Portugal,2016,8164,0.07411000000000001,76.11189,6572,0.059660000000000005,61.269369999999995,66.81,49.06,11.44,3.23,3.09,15.9,14736,0.13377
821,Switzerland,2016,1839,0.027589999999999996,21.59526,2933,0.043989999999999994,34.43261,45.95,37.37,4.86,2.19,1.53,6.35,4772,0.07157999999999999
822,Poland,2016,12571,0.03238,32.66865,10717,0.0276,27.84895,344.31,266.86,46.8,21.62,9.03,9.366667,23288,0.05998
823,Latvia,2016,411,0.01515,20.91895,428,0.015780000000000002,21.78647,8.56,4.37,1.99,1.94,0.27,7.1,839,0.030930000000000003
824,United Kingdom,2015,40124,0.06832,61.01237,49085,0.08358,74.63944000000001,486.78,389.41,52.15,28.46,16.76,9.008333,89209,0.1519
825,Mexico,2016,23988,0.03589,19.71505,34057,0.050960000000000005,27.99029,698.62,493.7,142.31,43.25,19.35,21.758333,58045,0.08685000000000001
826,Israel,2016,1672,0.03815,18.99781,1846,0.04211,20.97445,89.51,65.34,11.73,2.26,10.18,21.191667000000002,3518,0.08026
827,Slovakia,2016,1832,0.03492,33.76651,1122,0.0214,20.6913,37.52,30.43,4.38,2.01,0.69,8.758333,2954,0.056319999999999995
828,Japan,2016,111847,0.08517000000000001,86.74265,51589,0.03929,40.00974,1225.67,1139.33,21.45,18.11,46.79,11.6,163436,0.12446000000000002
829,Greece,2015,5432,0.04696,51.29724,5786,0.05002,54.639669999999995,89.58,69.41,9.72,4.43,6.02,14.341667000000001,11218,0.09698000000000001
830,Israel,2015,1639,0.037860000000000005,18.97972,1836,0.04242,21.26359,89.46,66.09,11.58,2.25,9.54,20.8,3475,0.08028
831,Spain,2014,12757,0.03228,27.194840000000003,32865,0.08317000000000001,70.05806,307.09,233.1,37.67,19.96,16.37,14.483332999999998,45622,0.11545000000000001
832,Canada,2016,8332,0.03192,23.35795,16535,0.06333,46.349990000000005,731.11,585.58,90.88,41.42,13.23,-5.441667,24867,0.09525
833,New Zealand,2016,839,0.026660000000000003,18.98045,2147,0.06815,48.525090000000006,69.8,20.57,32.81,14.97,1.45,10.741667,2986,0.09481
834,Spain,2016,13587,0.03324,29.18068,34625,0.0847,74.363,301.97,233.15,39.27,19.87,9.69,14.283332999999999,48212,0.11793999999999999
835,Belgium,2016,5966,0.05491,52.90256,6926,0.06373999999999999,61.409440000000004,110.52,94.48,8.45,4.49,3.09,10.766667,12892,0.11864999999999999
836,United Kingdom,2016,40054,0.06795,60.55274,49352,0.08373,74.60967,464.28,367.93,52.05,28.28,16.02,9.191667,89406,0.15167999999999998
837,Finland,2016,683,0.01286,12.40327,1943,0.03658,35.28083,62.88,52.33,4.47,4.65,1.43,3.1166669999999996,2626,0.04944
838,Italy,2016,12126,0.01996,19.981479999999998,29520,0.048589999999999994,48.64022,398.64,320.52,44.68,18.06,15.38,13.216667000000001,41646,0.06855
839,Chile,2015,4524,0.04411,25.96122,5684,0.055420000000000004,32.61877,23.21,0.62,13.11,7.01,2.47,9.041667,10208,0.09953000000000001
840,Greece,2016,5846,0.04955,55.59045,5766,0.04887,54.8325,88.31,68.25,9.41,4.41,6.24,14.841667000000001,11612,0.09842
841,Latvia,2017,407,0.015,20.90305,428,0.015780000000000002,21.978839999999998,8.47,4.33,1.96,1.92,0.25,6.866667,835,0.030780000000000002
842,Austria,2017,1216,0.015090000000000001,13.82363,3367,0.04177,38.254490000000004,70.71,58.71,6.74,3.63,1.64,7.533333,4583,0.05686
843,Denmark,2017,2430,0.04547,42.32808,4421,0.08271,76.99691,47.02,34.19,7.09,5.08,0.66,8.9,6851,0.12818000000000002
844,Germany,2017,24547,0.02646,29.183190000000003,44216,0.04766,52.565830000000005,803.18,702.73,54.78,34.58,11.09,9.941667,68763,0.07412
845,Canada,2017,8557,0.03203,23.78797,16925,0.06335,47.04735,745.74,597.4,92.97,42.04,13.33,-6.133333,25482,0.09538
846,Chile,2016,4506,0.04369,25.51851,5742,0.05567999999999999,32.51939,50.37,28.29,13.05,6.35,2.68,9.075,10248,0.09936999999999999
847,Portugal,2017,8257,0.07353,77.13019,6744,0.06005,62.994519999999994,71.77,53.63,11.76,3.51,2.86,16.3,15001,0.13358
848,Switzerland,2017,1880,0.02792,21.84881,2966,0.044039999999999996,34.4637,44.96,36.38,4.83,2.18,1.57,6.4583330000000005,4846,0.07196
849,Mexico,2017,24753,0.03522,20.15905,35501,0.05051,28.912129999999998,694.58,486.25,144.27,43.93,20.12,22.041667,60254,0.08573
850,United Kingdom,2014,39039,0.06748,59.721819999999994,47951,0.08288,73.35606999999999,502.84,403.89,53.78,28.34,16.84,9.766667,86990,0.15036
851,Hungary,2017,1303,0.01013,13.359060000000001,6119,0.04755,62.73047,62.78,48.45,7.14,5.45,1.74,11.508333,7422,0.05768
852,Slovenia,2017,661,0.03327,31.910840000000004,602,0.0303,29.06393,17.65,14.49,2.0,0.79,0.38,9.841667,1263,0.06357
853,Estonia,2017,252,0.016069999999999997,19.170279999999998,303,0.01938,23.106460000000002,20.86,18.21,1.06,1.36,0.22,6.233333,555,0.035449999999999995
854,Mexico,2015,23553,0.03628,19.54257,33364,0.0514,27.68287,684.99,486.44,140.95,39.01,18.59,21.541667,56917,0.08768000000000001
855,Australia,2017,4105,0.02568,17.14721,10524,0.06582,43.95425,623.08,389.39,140.33,80.02,13.34,22.375,14629,0.0915
856,Ireland,2017,1613,0.052489999999999995,33.18148,2423,0.0788,49.81964,62.45,34.74,16.77,9.76,1.18,9.925,4036,0.13129
857,Luxembourg,2017,129,0.03315,21.97315,209,0.05355,35.49566,9.64,8.72,0.55,0.31,0.06,10.408333,338,0.0867
858,Norway,2017,2053,0.050910000000000004,38.99695,2750,0.06819,52.23798,27.97,17.95,4.93,3.21,1.89,1.85,4803,0.11910000000000001
859,Sweden,2017,2920,0.03149,29.0641,4483,0.04833,44.61588,32.5,21.76,4.72,5.1,0.92,2.5916669999999997,7403,0.07982
860,Latvia,2015,435,0.01565,21.92349,440,0.015819999999999997,22.16957,8.83,4.64,1.98,1.96,0.25,7.925,875,0.03147
861,Greece,2017,5782,0.04808,55.27244,5932,0.04933,56.70745,87.92,68.19,9.47,4.47,5.79,14.483332999999998,11714,0.09741
862,Israel,2017,1685,0.03746,18.79274,1898,0.04219,21.1655,91.14,66.12,11.89,2.32,10.81,20.791667,3583,0.07965
863,Turkey,2017,15638,0.03503,19.386110000000002,33020,0.07393,40.93527,474.03,387.25,44.98,34.62,7.17,11.883333,48658,0.10896
864,Spain,2017,13857,0.03347,29.87098,35204,0.08502,75.88818,318.35,249.55,39.63,20.17,9.0,14.525,49061,0.11849
865,United Kingdom,2017,40491,0.06815,60.86793,49792,0.0838,74.84939,450.24,355.42,51.63,28.28,14.91,9.441667,90283,0.15195
866,Chile,2017,4768,0.04456,26.624409999999997,5996,0.05604,33.48067,52.77,29.17,13.72,6.99,2.88,9.083333,10764,0.1006
867,Netherlands,2016,5720,0.03877,33.6777,10040,0.06805,59.108740000000004,189.52,159.64,18.83,8.29,2.77,10.583333,15760,0.10682
868,Austria,2015,1106,0.013680000000000001,12.779710000000001,3299,0.040780000000000004,38.091,68.41,56.08,6.88,3.68,1.76,8.1,4405,0.05446000000000001
869,Chile,2014,4578,0.04562,26.526809999999998,5549,0.0553,32.15528,17.45,-4.97,13.29,6.86,2.26,8.775,10127,0.10092000000000001
870,Hungary,2018,1307,0.01,13.452329999999998,6113,0.04675,62.91805,62.81,48.28,7.12,5.79,1.62,12.35,7420,0.05675
871,Slovenia,2018,684,0.033639999999999996,33.01319,621,0.03052,29.95999,17.51,14.39,1.98,0.79,0.35,10.666667,1305,0.06416
872,Estonia,2018,250,0.01584,19.087120000000002,304,0.01923,23.15842,20.56,17.96,1.05,1.35,0.21,6.983333,554,0.035070000000000004
873,Australia,2018,4257,0.025639999999999996,17.54891,10925,0.06579,45.035509999999995,619.26,388.81,139.89,77.65,12.92,22.391667,15182,0.09143
874,Ireland,2018,1678,0.05319,34.33291,2484,0.07875,50.83383,62.29,34.32,16.82,10.06,1.1,9.625,4162,0.13194
875,Luxembourg,2018,134,0.03329,22.15117,215,0.05346,35.57176,9.94,9.04,0.54,0.3,0.06,11.1,349,0.08675
876,Norway,2018,2067,0.05043,38.94151,2758,0.06727999999999999,51.95683,28.42,18.43,4.85,3.19,1.95,2.125,4825,0.11771
877,Sweden,2018,2928,0.0313,28.88952,4482,0.0479,44.21841,30.05,19.68,4.59,4.92,0.85,3.025,7410,0.07919999999999999
878,Turkey,2018,15616,0.03477,19.27202,32717,0.07281,40.37563,473.87,384.32,47.4,34.38,7.77,13.133332999999999,48333,0.10758000000000001
879,France,2016,21656,0.03862,33.016290000000005,20421,0.03642,31.13343,368.04,250.72,59.94,37.55,19.83,11.791667,42077,0.07504
880,Denmark,2015,2342,0.045439999999999994,41.28192,4280,0.08305,75.44755,44.65,31.65,7.18,5.1,0.72,9.233333,6622,0.12849
881,Hungary,2016,1244,0.00985,12.71625,5987,0.04736,61.16027,60.86,46.39,7.2,5.42,1.86,11.483333,7231,0.05721
882,Turkey,2016,15061,0.03417,18.80278,32605,0.07395,40.70554,432.17,345.94,44.51,35.14,6.57,12.133333,47666,0.10812
883,Slovenia,2016,633,0.032780000000000004,30.5804,578,0.02995,27.94098,17.48,14.27,2.01,0.8,0.4,9.9,1211,0.06273000000000001
884,Australia,2016,4016,0.02574,17.00988,10318,0.06612,43.695679999999996,577.32,386.15,119.11,58.3,13.76,22.3,14334,0.09186
885,Ireland,2016,1554,0.051620000000000006,32.13084,2366,0.07857,48.903890000000004,63.08,35.91,16.49,9.42,1.26,9.7,3920,0.13019
886,Portugal,2015,7943,0.07384,73.93656999999999,6392,0.059410000000000004,59.49494,66.64,49.04,11.45,3.21,2.93,16.025,14335,0.13325
887,New Zealand,2017,856,0.02671,19.25435,2194,0.0684,49.31565,71.45,22.31,32.63,15.01,1.5,10.525,3050,0.09511
888,Iceland,2016,93,0.04725,27.96071,102,0.051660000000000005,30.572290000000002,3.22,1.98,0.55,0.4,0.29,3.1333330000000004,195,0.09891
889,Latvia,2018,406,0.01488,21.052670000000003,431,0.015790000000000002,22.34281,8.89,4.85,1.94,1.86,0.24,7.558333,837,0.030670000000000003
890,Luxembourg,2016,124,0.032780000000000004,21.632379999999998,203,0.053520000000000005,35.31562,9.5,8.58,0.55,0.3,0.07,10.108333,327,0.08630000000000002
891,Poland,2018,12433,0.031030000000000002,32.32284,11172,0.027880000000000002,29.04472,356.74,279.83,47.54,21.48,7.89,10.0,23605,0.058910000000000004
892,Belgium,2017,6112,0.055470000000000005,53.95455,7090,0.06434,62.58081,108.41,92.93,8.18,4.44,2.86,11.091667,13202,0.11981
893,Germany,2015,24153,0.02642,29.12895,43711,0.047810000000000005,52.715340000000005,818.22,713.08,56.8,36.24,12.1,10.333333,67864,0.07423
894,Mexico,2018,24909,0.034730000000000004,20.10895,36732,0.05122,29.653540000000003,695.26,486.58,145.06,42.74,20.89,21.675,61641,0.08595
895,Germany,2018,24936,0.02653,29.471259999999997,44532,0.04738,52.63032,776.61,680.06,53.37,32.9,10.28,10.741667,69468,0.07391
896,France,2018,23382,0.03978,35.41529,21512,0.0366,32.58259,361.37,247.98,58.34,38.03,17.01,12.658333,44894,0.07638
897,Estonia,2016,255,0.01644,19.39744,304,0.01959,23.12067,20.21,17.58,1.07,1.33,0.24,6.491667,559,0.03603
898,Switzerland,2015,1854,0.0279,22.0019,2929,0.04408,34.76041,45.49,36.82,4.9,2.18,1.6,6.966667,4783,0.07198
899,Japan,2017,112165,0.08438999999999999,87.21251,52916,0.039810000000000005,41.14444,1203.32,1119.86,21.23,18.09,44.14,11.008333,165081,0.1242
900,France,2017,22554,0.03922,34.26619,21022,0.03655,31.93835,370.47,254.37,59.16,38.51,18.42,11.983333,43576,0.07577
901,Japan,2018,118141,0.08649,92.13246,54301,0.03975,42.34673,1154.72,1074.08,21.12,18.02,41.5,11.541667,172442,0.12624
902,Finland,2017,741,0.01369,13.423570000000002,1975,0.036489999999999995,35.79116,60.02,49.7,4.34,4.65,1.33,2.45,2716,0.050179999999999995
903,Canada,2018,9017,0.032189999999999996,24.87218,17831,0.06366000000000001,49.18063,763.44,609.67,95.53,44.81,13.42,-7.058333,26848,0.09585
904,Slovakia,2018,1862,0.03464,34.257690000000004,1136,0.02114,20.91301,38.86,31.93,4.36,1.97,0.6,9.558333,2998,0.055779999999999996
905,Norway,2016,2032,0.05001,38.94702,2755,0.06781000000000001,52.80619,29.02,18.99,4.99,3.22,1.83,2.233333,4787,0.11782000000000001
906,Poland,2017,12349,0.0314,32.09199,10939,0.027819999999999998,28.428240000000002,357.17,279.92,47.24,21.55,8.46,9.141667,23288,0.059219999999999995
907,Iceland,2017,98,0.04897,29.256140000000002,106,0.05284,31.56314,3.34,2.09,0.54,0.41,0.29,2.933333,204,0.10181
908,Iceland,2018,100,0.04898,29.53923,110,0.053529999999999994,32.28502,3.35,2.11,0.53,0.4,0.3,2.7416669999999996,210,0.10250999999999999
909,Canada,2015,8154,0.03195,23.06468,16220,0.06356,45.8795,844.67,693.99,95.59,42.67,12.42,-6.3,24374,0.09551000000000001
910,Sweden,2016,2856,0.03113,28.68422,4400,0.04795,44.18598,32.87,22.14,4.77,4.96,0.99,2.925,7256,0.07908
911,Austria,2018,1223,0.015080000000000001,13.80918,3356,0.04136,37.87549,67.85,56.06,6.67,3.62,1.51,8.333333,4579,0.056440000000000004
912,Slovakia,2017,1854,0.03483,34.1339,1135,0.021330000000000002,20.91307,39.42,32.51,4.36,1.9,0.64,8.583333,2989,0.05616
913,Italy,2018,12580,0.01994,20.80605,30723,0.04869,50.81129,386.78,312.03,43.67,17.91,13.17,13.691667,43303,0.06863
914,Italy,2017,12260,0.01992,20.2345,29922,0.04861,49.383340000000004,393.01,316.37,44.37,17.99,14.28,13.05,42182,0.06853000000000001
915,Denmark,2018,2460,0.04523,42.60989,4497,0.08267000000000001,77.89393000000001,46.73,34.23,7.14,4.74,0.61,9.508333,6957,0.1279
916,Portugal,2018,8365,0.0733,78.32103000000001,6884,0.060329999999999995,64.45593000000001,67.15,50.07,11.33,3.11,2.64,15.591667000000001,15249,0.13363
917,Netherlands,2018,6200,0.04036,36.24907,10517,0.06845,61.48855,179.99,152.52,17.26,7.79,2.41,11.3,16717,0.10880999999999999
918,Netherlands,2017,5997,0.039869999999999996,35.18435,10283,0.06836,60.3244,185.91,157.27,17.96,8.08,2.59,10.825,16280,0.10822999999999999
919,Greece,2018,6013,0.04785,57.80891999999999,6220,0.04949,59.79319,86.14,66.68,9.67,4.45,5.35,15.166667000000002,12233,0.09734
920,Switzerland,2018,1934,0.028210000000000002,22.2509,3017,0.04401,34.70436,43.78,35.23,4.79,2.14,1.62,7.25,4951,0.07222
921,Chile,2018,4968,0.04513,27.47772,6195,0.05628,34.262879999999996,51.77,28.75,13.5,6.43,3.09,8.808333,11163,0.10141
922,Israel,2018,1734,0.0371,18.97136,1972,0.0422,21.5785,87.92,62.05,12.07,2.36,11.44,21.508333,3706,0.07930000000000001
923,Spain,2018,14241,0.03377,30.819540000000003,35893,0.08511,77.67563,313.06,244.45,39.94,20.35,8.31,14.141667000000002,50134,0.11888000000000001
924,New Zealand,2018,896,0.02661,20.03986,2329,0.06916,52.07801,70.71,21.59,32.53,15.04,1.55,10.683333,3225,0.09577
925,Belgium,2018,6274,0.055979999999999995,55.15715,7236,0.06456,63.60726999999999,108.91,93.63,8.2,4.46,2.62,11.616667,13510,0.12054000000000001
926,United Kingdom,2018,41678,0.06807,62.31645,51187,0.0836,76.53390999999999,441.13,347.84,51.21,28.29,13.79,9.3,92865,0.15167
927,Finland,2018,786,0.014280000000000001,14.232679999999998,2007,0.03644,36.3234,61.43,51.3,4.24,4.67,1.23,3.191667,2793,0.05072
